EXAMPLE_year_quarter;EXAMPLE_price;EXAMPLE_floor_area_log;EXAMPLE_distance_nearest_trainstation_log;EXAMPLE_neighbourhood_code;EXAMPLE_dummy_large_city
2014Q3;90000;50;0,9;E;0
2014Q3;210000;309;9,9;E;0
2014Q3;145000;84;5,1;C;0
2014Q3;270000;410;1,4;B;0
2014Q3;163000;104;16,1;B;0
2014Q3;350000;128;16,5;B;0
2014Q3;111200;92;24,7;D;0
2014Q3;260000;124;2,7;B;0
2014Q3;197500;135;0,6;E;0
2014Q3;1100000;3833;1;C;0
2014Q3;195000;206;3;C;0
2014Q3;80625;65;3;C;0
2014Q3;70000;70;5;C;0
2014Q3;45000;51;1,9;B;0
2014Q3;125000;98;2,5;D;0
2014Q3;175000;72;1,7;A;0
2014Q3;133000;146;13,3;E;0
2014Q3;325000;173;1,6;A;1
2014Q3;275000;77;6,2;A;0
2014Q3;128000;65;1,1;C;0
2014Q3;350000;334;1,4;B;0
2014Q3;175000;350;2,5;D;0
2014Q3;80000;87;9,8;A;0
2014Q3;275000;599;1,7;C;0
2014Q3;140000;122;0,9;B;0
2014Q3;160000;68;9,5;C;0
2014Q3;145000;301;2,2;E;0
2014Q3;562000;130;5,3;A;1
2014Q3;390000;130;16,1;C;0
2014Q3;845000;1592;3,3;C;0
2014Q3;150000;218;1,2;E;0
2014Q3;130000;162;2;B;0
2014Q3;180000;75;2,6;A;0
2014Q3;389000;390;2,1;E;0
2014Q3;150000;76;3,7;C;0
2014Q3;420000;249;10,4;C;0
2014Q3;2450000;1744;6,8;A;0
2014Q3;102000;131;2,8;A;1
2014Q3;250000;540;1,4;B;0
2014Q3;155000;116;1,3;C;0
2014Q3;110000;120;17;B;0
2014Q3;157500;120;17,6;C;0
2014Q3;188000;164;23,5;B;0
2014Q3;787500;150;5,8;A;1
2014Q3;240000;121;2,7;B;0
2014Q3;1150000;4205;1,6;D;1
2014Q3;410000;378;1,2;C;0
2014Q3;340000;727;1,9;C;0
2014Q3;250000;76;2,8;A;0
2014Q3;285000;113;7,6;C;0
2014Q3;158000;123;2;A;0
2014Q3;70000;76;3;E;0
2014Q3;140000;208;0,8;C;0
2014Q3;328000;123;1,7;A;0
2014Q3;175000;112;7,3;D;0
2014Q3;460000;962;1,1;B;0
2014Q3;75000;110;5,4;B;0
2014Q3;235000;49;2,6;A;1
2014Q3;85000;97;0,6;D;0
2014Q3;415000;1003;10,1;B;0
2014Q3;550000;533;1,9;C;0
2014Q3;152550;88;5,8;C;0
2014Q3;99250;77;1,7;C;0
2014Q3;127500;132;1,9;D;0
2014Q3;61500;79;2,9;C;0
2014Q3;212500;218;4,8;B;0
2014Q3;110000;97;0,7;D;0
2014Q3;140000;108;4,8;C;0
2014Q3;805000;185;1,2;A;1
2014Q4;81000;59;4,7;C;0
2014Q4;131625;125;4,2;D;0
2014Q4;177000;42;2,2;A;1
2014Q4;350000;147;6,1;B;0
2014Q4;165000;107;0,9;D;0
2014Q4;160000;62;2,9;A;0
2014Q4;102500;86;3;D;0
2014Q4;84375;48;4,8;B;0
2014Q4;1800000;1073;1,1;C;0
2014Q4;225000;104;1,9;A;0
2014Q4;142000;95;6,8;E;0
2014Q4;150000;154;4,3;E;0
2014Q4;22500;109;1,6;E;0
2014Q4;485000;436;1,8;A;0
2014Q4;217000;113;12,5;D;0
2014Q4;250000;481;2,2;C;1
2014Q4;915000;614;4,1;B;0
2014Q4;365000;90;2;A;1
2014Q4;174000;94;14,7;A;0
2014Q4;275000;132;11,4;B;0
2014Q4;115000;73;2,7;D;0
2014Q4;195000;311;1,4;E;0
2014Q4;120000;131;5,3;B;0
2014Q4;75000;303;2,9;E;0
2014Q4;82000;82;1,1;D;0
2014Q4;1965000;91;1,6;B;0
2014Q4;151250;63;0,9;C;0
2014Q4;165000;74;4;A;1
2014Q4;66466;87;17,8;B;0
2014Q4;65000;82;37,8;E;0
2014Q4;221000;197;10,4;E;0
2014Q4;112500;110;0,8;B;0
2014Q4;210000;92;0,5;A;1
2014Q4;84700;319;8,4;C;0
2014Q4;4480000;212;0,9;A;1
2014Q4;142500;102;0,9;B;0
2014Q4;1635000;2385;0,8;D;0
2014Q4;726000;1590;3,5;B;0
2014Q4;116000;400;18,4;C;0
2014Q4;165000;473;47;E;0
2014Q4;725000;2815;10,4;B;0
2014Q4;1400000;314;1,8;A;1
2014Q4;195000;104;2,5;B;0
2014Q4;450000;670;2,7;C;0
2014Q4;90000;143;10,9;D;0
2014Q4;390000;133;1,3;A;0
2014Q4;131500;323;2,6;B;0
2014Q4;180000;593;11,9;C;0
2014Q4;274000;74;1,2;A;1
2014Q4;231693;125;3,6;A;0
2014Q4;320000;130;11,9;D;0
2014Q4;33000;132;6,4;E;0
2014Q4;70000;81;4,8;A;0
2014Q4;122000;165;0,7;E;0
2014Q4;115000;78;2;B;0
2014Q4;150000;295;2;D;0
2014Q4;650000;623;4;C;0
2014Q4;210000;171;2,7;B;0
2014Q4;182000;84;8,6;D;0
2014Q4;104000;50;1,4;C;0
2014Q4;230000;360;6,7;B;0
2014Q4;90000;234;1,5;C;0
2014Q4;900000;1967;2,6;B;0
2014Q4;250000;162;5,1;C;0
2014Q4;81000;120;1,2;E;0
2014Q4;175000;111;0,9;B;0
2014Q4;50000;70;5,3;B;0
2014Q4;3450000;9543;0,9;B;0
2014Q4;130000;91;2,5;E;0
2014Q4;155000;118;2,6;C;0
2014Q4;345000;616;3,1;C;0
2014Q4;1350000;1389;11,3;D;0
2014Q4;135000;102;1,2;C;0
2014Q4;90000;58;2,6;A;1
2014Q4;175000;98;0,7;A;0
2014Q4;117500;80;13;C;0
2014Q4;555000;196;1,3;A;1
2014Q4;317958;212;2,4;A;0
2014Q4;320000;592;8;C;0
2014Q4;74000;60;2,1;D;0
2014Q4;220000;96;4,9;B;0
2014Q4;340000;361;2,2;E;0
2014Q4;340000;405;2,4;D;0
2014Q4;335000;611;39,8;D;0
2014Q4;785000;643;5,8;E;0
2014Q4;217500;121;1,7;A;0
2014Q4;305000;308;25,4;D;0
2014Q4;48000;86;1;E;0
2014Q4;65000;58;3,2;E;0
2014Q4;249000;213;19,8;A;0
2014Q4;265000;74;0,9;A;0
2014Q4;145000;113;5,6;D;0
2014Q4;107500;68;1,4;C;0
2014Q4;130000;61;1,5;D;0
2014Q4;245000;527;8,4;C;0
2014Q4;900000;248;3,9;E;0
2014Q4;467500;128;1,1;A;0
2014Q4;113000;58;1,9;D;0
2014Q4;350000;357;14,2;B;0
2014Q4;123000;155;5,7;E;0
2014Q4;95000;85;3,1;C;0
2014Q4;255000;755;3,5;E;0
2014Q4;242000;68;2,2;A;1
2014Q4;107500;98;1,3;C;0
2014Q4;84000;86;0,7;C;0
2014Q4;72500;90;2,1;D;0
2014Q4;48100;107;4,5;E;0
2014Q4;3275000;708;1,6;A;0
2014Q4;90500;56;1,6;E;0
2014Q4;115000;34;1,4;C;0
2014Q4;880000;215;1,8;A;1
2014Q4;228000;67;4,8;A;0
2014Q4;76250;73;2,1;D;0
2014Q4;136500;93;2,9;D;0
2014Q4;175000;79;2,5;C;0
2014Q4;265000;177;4,2;A;0
2014Q4;110000;170;3,1;A;0
2014Q4;315000;70;1,2;A;1
2014Q4;175000;122;5,7;C;0
2014Q4;415000;341;1,8;A;0
2014Q4;110000;98;12,8;E;0
2014Q4;155000;59;4,3;A;0
2014Q4;50000;137;1,4;D;0
2014Q4;365000;600;2,4;B;0
2014Q4;145050;117;2,2;D;0
2014Q4;900000;2101;12,5;C;0
2014Q4;96500;54;1,8;C;0
2014Q4;94000;45;2,5;B;0
2014Q4;90000;71;4,5;B;0
2014Q4;167500;158;1,6;D;0
2014Q4;65000;56;3,7;E;0
2014Q4;43000;68;4,2;E;0
2014Q4;60000;80;1,3;B;0
2014Q4;240000;302;7,9;C;0
2014Q4;307500;214;2,5;B;0
2014Q4;241000;139;9,1;C;0
2014Q4;490000;130;2,6;A;1
2014Q4;79000;82;1,5;B;0
2014Q4;360000;117;6,7;B;0
2014Q4;450000;1261;16;C;0
2014Q4;435000;285;3,5;B;0
2014Q4;295000;98;0,5;B;0
2014Q4;137500;645;2,4;E;0
2014Q4;45000;142;7,3;B;0
2014Q4;131500;81;5,3;D;0
2014Q4;47500;47;1,2;E;0
2014Q4;130000;108;1,8;D;0
2014Q4;148500;97;5,1;C;0
2014Q4;112250;96;9;E;0
2014Q4;115000;136;5,6;D;0
2015Q1;105000;321;1,4;E;0
2015Q1;565000;958;3;A;0
2015Q1;380000;170;0,6;D;0
2015Q1;190000;100;2,7;A;0
2015Q1;235000;269;18,6;C;0
2015Q1;137000;164;13;D;0
2015Q1;175000;554;14,1;B;0
2015Q1;150000;101;5,3;C;0
2015Q1;122500;98;9;E;0
2015Q1;192000;93;5,4;A;1
2015Q1;820000;275;5;A;0
2015Q1;57500;75;0,7;B;0
2015Q1;77000;59;2,5;C;0
2015Q1;95800;93;3;C;0
2015Q1;315000;97;8,5;D;0
2015Q1;160000;76;17,6;C;0
2015Q1;115000;140;22,1;D;0
2015Q1;275000;147;2,5;B;0
2015Q1;33000;48;3,7;E;0
2015Q1;176000;306;9,9;C;0
2015Q1;150000;110;2,4;C;0
2015Q1;243000;311;9,7;D;0
2015Q1;164500;532;20,4;B;0
2015Q1;175000;510;4,8;C;0
2015Q1;138600;106;4,4;D;0
2015Q1;45000;182;3,1;C;0
2015Q1;950000;2401;1,5;D;0
2015Q1;515000;264;1,2;A;0
2015Q1;1400000;5740;2,3;E;0
2015Q1;84200;82;3,5;C;0
2015Q1;111000;107;2,2;B;0
2015Q1;315000;727;2,7;C;0
2015Q1;55000;54;7,6;B;0
2015Q1;335000;108;1;B;0
2015Q1;90000;91;1,5;B;0
2015Q1;120000;51;1,6;A;1
2015Q1;175000;112;0,9;C;0
2015Q1;89000;222;0,7;E;0
2015Q1;80000;82;4,7;B;0
2015Q1;63500;91;2,2;E;0
2015Q1;360000;108;1,2;A;1
2015Q1;71250;82;1,2;C;0
2015Q1;1500000;1120;2,6;B;0
2015Q1;105000;48;12;D;0
2015Q1;238000;89;8,5;B;0
2015Q1;106000;78;4,8;C;0
2015Q1;338500;75;4,7;A;0
2015Q1;175000;293;4,5;C;0
2015Q1;118000;35;2,2;A;1
2015Q1;196000;125;31,6;C;0
2015Q1;575000;98;7,8;A;0
2015Q1;142000;328;12,8;D;0
2015Q1;270000;307;0,9;E;0
2015Q1;425000;957;2,3;E;0
2015Q1;520000;198;1,3;A;1
2015Q1;350000;114;1,7;A;1
2015Q1;186000;108;2,3;E;0
2015Q1;375000;432;19,6;D;0
2015Q1;180000;84;10,6;B;0
2015Q1;139000;106;6;D;0
2015Q1;250000;1127;3,5;B;0
2015Q1;280000;149;8,6;C;0
2015Q1;155000;176;9,1;B;0
2015Q1;105000;145;0,9;E;0
2015Q1;74000;139;11,2;E;0
2015Q1;1665000;170;1,9;A;0
2015Q1;116025;127;1,5;E;0
2015Q1;99250;62;2;C;0
2015Q1;1115000;1767;1,2;C;0
2015Q1;675000;240;4;A;0
2015Q1;147500;89;12,4;D;0
2015Q1;350000;567;4,5;B;0
2015Q1;245000;272;1,3;B;0
2015Q1;205000;224;1,4;E;0
2015Q1;46000;109;13,1;B;0
2015Q1;510000;229;1,1;C;0
2015Q1;835000;97;39,1;B;0
2015Q1;490000;580;4,6;E;0
2015Q1;1300000;925;4,4;E;0
2015Q1;220000;125;1,8;C;0
2015Q1;210000;126;9,1;C;0
2015Q1;73750;132;2,9;B;0
2015Q1;610000;234;1,6;A;0
2015Q1;280000;130;9,3;B;0
2015Q1;87500;152;1,8;B;0
2015Q1;102000;119;13;C;0
2015Q1;89000;181;1,3;C;0
2015Q1;650000;2170;2,4;C;0
2015Q1;357000;721;4,9;E;0
2015Q1;250000;206;1,4;B;0
2015Q1;650000;251;11,5;C;0
2015Q1;190000;383;1,5;C;0
2015Q1;635000;295;4,7;A;0
2015Q1;215000;133;1,9;A;0
2015Q1;105000;135;1,4;D;0
2015Q1;675000;85;2,2;A;0
2015Q1;102500;100;1,3;D;0
2015Q1;115000;69;5,8;C;0
2015Q1;160000;128;1,9;C;0
2015Q1;875000;642;2,2;A;0
2015Q1;222000;77;3,5;A;0
2015Q1;62500;87;11,4;D;0
2015Q1;510000;175;4,9;A;0
2015Q1;80000;95;3;E;0
2015Q1;65000;114;1;D;0
2015Q1;65000;70;2,3;E;0
2015Q1;85000;102;2,6;E;0
2015Q1;127000;155;1,4;E;0
2015Q1;155000;290;15,3;D;0
2015Q1;275000;143;0,8;B;0
2015Q1;84000;137;14,6;A;0
2015Q1;115000;57;5,3;A;0
2015Q1;132000;88;1,3;D;0
2015Q1;119000;75;3,1;E;0
2015Q1;52500;75;6;C;0
2015Q1;188410;105;15,2;E;0
2015Q1;237500;168;1,9;A;0
2015Q1;265000;238;2,3;C;0
2015Q1;83000;61;2,7;D;0
2015Q1;357500;400;0,8;C;0
2015Q1;575000;649;14,1;B;0
2015Q1;144885;131;3,1;D;0
2015Q1;126000;121;23,2;C;0
2015Q1;217500;120;4;C;0
2015Q1;105000;80;10;B;0
2015Q1;425000;360;2,9;C;0
2015Q1;125000;73;10;A;0
2015Q1;507500;160;2,2;A;1
2015Q1;140000;124;3;E;0
2015Q1;82500;125;14,3;B;0
2015Q1;141000;131;10,6;E;0
2015Q1;77000;79;0,7;E;0
2015Q1;170000;76;1,8;A;0
2015Q1;175000;125;14,3;B;0
2015Q1;160000;140;7,1;B;0
2015Q1;125000;87;2,5;B;0
2015Q1;1785000;194;3,8;C;0
2015Q1;64000;120;1;E;0
2015Q1;134500;129;14,7;C;0
2015Q1;140000;293;12,4;A;0
2015Q1;635000;313;4,9;A;0
2015Q1;295000;234;8,3;E;0
2015Q1;510000;214;2,8;A;1
2015Q1;160000;104;2,2;D;0
2015Q1;110000;38;4,9;A;0
2015Q1;237500;586;2,2;B;0
2015Q1;144000;296;1,9;A;0
2015Q1;154000;115;11,9;B;0
2015Q1;150000;675;2,5;C;0
2015Q1;150000;167;2;B;0
2015Q2;31000;85;0,7;E;0
2015Q2;120000;254;5,3;B;0
2015Q2;320000;95;1,2;A;1
2015Q2;232000;115;2,7;A;1
2015Q2;96200;94;2,3;E;0
2015Q2;1280000;259;0,8;A;1
2015Q2;220000;134;1,3;E;0
2015Q2;310000;497;10,2;E;0
2015Q2;950000;4364;1,5;C;0
2015Q2;239000;54;2,1;A;1
2015Q2;101000;108;3,8;D;0
2015Q2;50000;71;26,5;E;0
2015Q2;142000;77;1,2;C;0
2015Q2;65000;87;3,9;C;0
2015Q2;70000;70;1,9;E;0
2015Q2;550000;417;4,3;D;0
2015Q2;137500;89;3,4;E;0
2015Q2;290000;502;17;D;0
2015Q2;80000;63;1,2;E;0
2015Q2;650000;648;8,5;B;0
2015Q2;197500;98;7,9;B;0
2015Q2;270000;480;1,4;C;0
2015Q2;190000;266;7,8;D;0
2015Q2;290000;535;2,2;B;1
2015Q2;1200000;521;10,9;C;0
2015Q2;3950000;12500;1,1;A;0
2015Q2;160000;500;1,3;D;0
2015Q2;245000;43;2,2;A;1
2015Q2;125000;109;1,6;E;0
2015Q2;230000;81;2,3;A;0
2015Q2;530000;1199;3,1;D;0
2015Q2;65000;92;2,9;E;0
2015Q2;175000;67;14,6;B;0
2015Q2;155000;188;4,2;B;0
2015Q2;405000;131;6,7;A;0
2015Q2;94000;84;1,7;C;0
2015Q2;3300000;9670;3,7;C;0
2015Q2;139825;152;1,7;A;0
2015Q2;162500;379;2,1;C;0
2015Q2;97500;114;1,2;E;0
2015Q2;870000;353;0,7;A;0
2015Q2;240000;89;14,3;B;0
2015Q2;1430000;220;2,3;A;0
2015Q2;412500;1724;10,4;B;0
2015Q2;312000;176;1,5;C;0
2015Q2;70000;232;3,5;E;0
2015Q2;143000;48;1,5;B;0
2015Q2;64000;130;3,1;C;0
2015Q2;170000;104;2,3;B;0
2015Q2;190000;231;2,2;C;0
2015Q2;320000;186;1,7;C;0
2015Q2;103000;97;1,3;E;0
2015Q2;87500;90;1,4;B;0
2015Q2;480000;273;0,6;B;0
2015Q2;325000;777;7;C;0
2015Q2;77500;122;3,3;C;0
2015Q2;184000;184;2,1;A;0
2015Q2;316000;308;8,8;B;0
2015Q2;147500;608;10,4;E;0
2015Q2;560000;375;12,4;A;0
2015Q2;160000;125;6;B;0
2015Q2;135500;67;4,5;A;0
2015Q2;72000;142;13,5;D;0
2015Q2;245000;118;5,6;B;0
2015Q2;1350000;480;1,1;A;0
2015Q2;121000;100;26,2;B;0
2015Q2;117500;58;1,8;D;0
2015Q2;290000;140;10,1;B;0
2015Q2;193000;812;0,9;C;0
2015Q2;470000;202;2,2;A;1
2015Q2;275000;74;2,2;A;1
2015Q2;55000;70;4,8;E;0
2015Q2;375000;775;0,6;E;0
2015Q2;83000;98;0,8;B;0
2015Q2;32500;79;27,7;E;0
2015Q2;125000;81;1,5;A;0
2015Q2;170000;100;0,6;C;0
2015Q2;525000;115;1,3;A;1
2015Q2;162500;75;18,2;C;0
2015Q2;87500;70;1,4;B;0
2015Q2;85000;98;2;D;0
2015Q2;71000;225;3,5;E;0
2015Q2;420000;603;15,3;D;0
2015Q2;175000;92;1,4;B;0
2015Q2;305000;125;0,6;A;0
2015Q2;102500;44;1,3;B;0
2015Q2;120000;99;1,5;C;0
2015Q2;80000;48;1,3;B;0
2015Q2;125000;273;0,8;E;0
2015Q2;112000;83;3;D;0
2015Q2;355000;213;8;B;0
2015Q2;220000;316;10,1;B;0
2015Q2;187000;88;0,9;B;0
2015Q2;152500;300;6,3;E;0
2015Q2;197000;216;7,1;B;0
2015Q2;130000;93;5,2;D;0
2015Q2;110000;76;2;D;0
2015Q2;375000;650;3,4;B;0
2015Q2;347000;418;5,7;C;0
2015Q2;142000;120;2;D;0
2015Q2;161000;88;9,4;D;0
2015Q2;283318;92;1,5;A;0
2015Q2;70000;63;3,3;C;0
2015Q2;665000;177;10,7;D;0
2015Q2;675000;381;2,6;A;1
2015Q2;87500;101;8,1;A;0
2015Q2;325000;188;2,7;B;0
2015Q2;103500;98;16,3;D;0
2015Q2;220000;87;4,6;A;0
2015Q2;83000;89;1,5;D;0
2015Q2;480000;177;6,1;C;0
2015Q2;155000;72;2,3;D;0
2015Q2;89000;88;4,5;B;0
2015Q2;27500;48;12,5;D;0
2015Q2;850000;151;2,4;A;1
2015Q2;75000;61;1,1;D;0
2015Q2;117500;64;17,1;B;0
2015Q2;360000;120;1,9;B;0
2015Q2;297500;165;1,1;D;0
2015Q2;245000;89;1;B;0
2015Q2;155000;121;3,1;C;0
2015Q2;330000;698;2;D;0
2015Q2;150000;83;2,3;D;0
2015Q2;95000;101;45;D;0
2015Q2;275000;453;1,4;E;0
2015Q2;231500;46;2;A;1
2015Q2;35000;126;3,1;D;0
2015Q2;202000;168;14,6;B;0
2015Q2;210000;769;6,8;C;0
2015Q2;94000;81;1,3;C;0
2015Q2;89000;66;10,5;E;0
2015Q2;122500;170;1,4;D;0
2015Q2;130000;76;3,4;C;0
2015Q2;295000;101;1,1;A;0
2015Q2;290000;405;3,1;B;0
2015Q2;107000;72;12,2;C;0
2015Q2;35000;46;16,8;C;0
2015Q2;70500;93;2,5;C;0
2015Q2;165000;218;5;D;0
2015Q2;58000;59;2,8;E;0
2015Q2;46000;53;0,8;D;0
2015Q2;123000;132;8,9;C;0
2015Q2;145000;251;1,3;D;0
2015Q2;1400000;4809;1,9;D;0
2015Q2;250000;189;3;A;1
2015Q2;65500;63;3,7;D;0
2015Q2;750000;1674;0,5;B;0
2015Q2;140000;129;4,8;C;0
2015Q2;131890;130;4,4;B;0
2015Q2;85000;122;3,9;A;0
2015Q3;310000;60;2,6;A;1
2015Q3;39000;60;3,7;E;0
2015Q3;1200000;224;3,3;D;0
2015Q3;110000;120;1,4;B;0
2015Q3;97000;75;1,8;E;0
2015Q3;185000;90;1,5;B;0
2015Q3;350000;250;1,5;B;0
2015Q3;190000;115;15,7;C;0
2015Q3;160000;121;1,1;D;0
2015Q3;70000;220;4,5;B;0
2015Q3;280000;66;0,5;A;1
2015Q3;99651;111;4,2;E;0
2015Q3;390000;1234;1,6;D;0
2015Q3;291000;140;8,3;A;0
2015Q3;140000;95;8,1;A;0
2015Q3;64000;60;1,3;D;0
2015Q3;96809;93;1,7;C;0
2015Q3;109500;91;3,5;D;0
2015Q3;160000;117;1,7;D;0
2015Q3;220000;275;1,6;C;0
2015Q3;149000;108;10,5;E;0
2015Q3;195000;38;4;C;0
2015Q3;52567;84;1,6;E;0
2015Q3;165000;136;13,8;D;0
2015Q3;91800;74;2,2;C;0
2015Q3;65000;110;2,7;C;0
2015Q3;107500;68;2,9;A;0
2015Q3;64000;46;5;A;0
2015Q3;152900;86;1,4;B;0
2015Q3;130000;123;2,6;B;0
2015Q3;184874;145;3,8;D;0
2015Q3;52500;154;7,5;C;0
2015Q3;73500;70;1;E;0
2015Q3;175000;275;1;C;0
2015Q3;140700;93;4,7;B;0
2015Q3;390000;998;13;C;0
2015Q3;123000;88;1,6;D;0
2015Q3;83200;122;3,1;D;0
2015Q3;63500;107;1,3;E;0
2015Q3;127375;102;15,4;C;0
2015Q3;330000;680;0,9;D;0
2015Q3;81500;82;2,2;E;0
2015Q3;83000;71;0,4;B;0
2015Q3;130000;121;5,7;E;0
2015Q3;72000;150;1,5;C;0
2015Q3;132500;215;12,6;C;0
2015Q3;510000;234;2,5;A;0
2015Q3;337500;704;1,2;B;0
2015Q3;121000;222;2,9;C;0
2015Q3;625000;2115;2,2;D;0
2015Q3;75625;48;11,8;B;0
2015Q3;290000;44;2,2;A;1
2015Q3;5400000;1069;1,3;A;1
2015Q3;99000;57;1,2;D;0
2015Q3;87750;71;2,1;C;0
2015Q3;1400000;434;4,7;A;0
2015Q3;161457;124;1,5;D;0
2015Q3;90000;103;3,3;B;0
2015Q3;141000;239;1,2;C;0
2015Q3;325000;145;2,6;A;1
2015Q3;149100;49;1,2;A;0
2015Q3;270000;396;5,5;D;0
2015Q3;489000;561;4,6;B;0
2015Q3;67500;73;1,1;E;0
2015Q3;240000;176;6,6;D;0
2015Q3;1825000;1559;1;B;0
2015Q3;65000;78;4,8;E;0
2015Q3;122500;389;32,9;C;0
2015Q3;54090;84;1,6;E;0
2015Q3;222000;306;1,6;B;0
2015Q3;1200000;1717;0,9;B;0
2015Q3;215000;224;11,1;C;0
2015Q3;235000;103;1,6;E;0
2015Q3;39000;75;4;B;0
2015Q3;490000;190;0,7;A;0
2015Q3;220000;272;1,7;B;0
2015Q3;236250;493;5,9;E;0
2015Q3;80000;100;2,6;B;0
2015Q3;425000;167;2,5;A;0
2015Q3;295000;137;1;A;0
2015Q3;145000;110;1,9;C;0
2015Q3;265000;53;1,6;A;1
2015Q3;265000;88;1,5;A;1
2015Q3;120000;201;0,8;C;0
2015Q3;80000;56;2,7;D;0
2015Q3;80000;143;0,7;E;0
2015Q3;50000;98;19,5;C;0
2015Q3;325000;293;0,9;B;0
2015Q3;71500;76;1,5;D;0
2015Q3;169000;117;3;B;0
2015Q3;165000;146;0,9;E;0
2015Q3;195000;51;2,4;A;1
2015Q3;325000;313;18,7;C;0
2015Q3;104000;137;2,3;E;0
2015Q3;190000;140;13,1;D;0
2015Q3;310000;237;11,7;B;0
2015Q3;252500;125;3,5;B;0
2015Q3;185000;74;5,1;C;0
2015Q3;164000;92;2;B;0
2015Q3;40000;117;9,9;E;0
2015Q3;59000;49;3,7;E;0
2015Q3;85000;130;2;C;0
2015Q3;110000;51;4,9;E;0
2015Q3;60000;108;19,5;C;0
2015Q3;975000;1268;2,1;B;0
2015Q3;55000;94;12,5;B;0
2015Q3;175000;285;1;C;0
2015Q3;64500;50;2,8;E;0
2015Q3;114000;94;1,6;E;0
2015Q3;178500;200;1;A;0
2015Q3;265500;327;2,1;C;0
2015Q3;111750;112;15,1;D;0
2015Q3;440000;141;6,4;B;0
2015Q3;470000;696;6,3;B;0
2015Q3;310000;637;10;E;0
2015Q3;95000;96;3;E;0
2015Q3;295000;361;4,6;C;1
2015Q3;99651;83;1,8;D;0
2015Q3;350000;188;27,7;D;0
2015Q3;275000;105;2,3;A;0
2015Q3;170000;616;1,3;C;0
2015Q3;140000;115;3,4;B;0
2015Q3;617500;234;2,2;A;1
2015Q3;131000;106;1,1;D;0
2015Q3;122000;98;0,8;B;0
2015Q3;151000;61;1,8;B;0
2015Q3;775000;251;2,4;A;1
2015Q3;60000;56;2,2;A;0
2015Q3;115000;261;3,3;D;0
2015Q3;130000;230;1,6;C;0
2015Q3;160000;163;1,4;C;0
2015Q3;50000;96;2,4;B;0
2015Q3;440000;268;1,5;C;0
2015Q3;185000;249;0,7;C;0
2015Q3;255000;156;4,1;A;0
2015Q3;230000;134;11,7;C;0
2015Q3;63000;89;2,1;E;0
2015Q3;156000;89;12,4;D;0
2015Q3;60000;75;1,3;E;0
2015Q3;235000;845;3,4;C;0
2015Q3;103000;58;11,7;C;0
2015Q3;185000;230;0,8;C;0
2015Q3;187000;149;0,7;D;0
2015Q3;150000;84;0,9;C;0
2015Q3;135000;87;2,3;E;0
2015Q3;83000;69;2;D;0
2015Q3;175000;201;3,5;C;0
2015Q3;290000;51;1,8;C;0
2015Q3;50500;239;1,6;E;0
2015Q3;82500;68;3,3;D;0
2015Q4;127500;66;1,4;C;0
2015Q4;88000;135;2,3;C;0
2015Q4;190000;116;2,6;C;0
2015Q4;345000;636;1,7;E;0
2015Q4;353000;390;2,3;C;0
2015Q4;350000;450;0,8;D;0
2015Q4;220000;527;2,1;C;0
2015Q4;530000;77;0,6;B;0
2015Q4;490000;1758;4,3;D;0
2015Q4;88000;94;0,9;E;0
2015Q4;60000;80;10,7;C;0
2015Q4;4550000;6047;11,1;C;0
2015Q4;1235000;718;7;D;0
2015Q4;480000;106;0,9;A;1
2015Q4;267500;95;6,5;A;0
2015Q4;64000;44;1,4;A;0
2015Q4;275000;279;2,2;C;0
2015Q4;180500;58;2,5;A;0
2015Q4;165000;86;3,4;B;1
2015Q4;104500;121;2,3;E;0
2015Q4;162000;65;2,4;A;1
2015Q4;125000;214;4,4;D;0
2015Q4;405000;75;1,3;A;1
2015Q4;210000;61;1,1;A;1
2015Q4;375000;675;1,1;E;0
2015Q4;80000;140;9,7;B;0
2015Q4;94000;119;4,1;D;0
2015Q4;251443;468;14,2;B;0
2015Q4;80000;55;2,5;A;0
2015Q4;196000;150;3,3;C;0
2015Q4;1200000;1051;1,5;B;0
2015Q4;339000;76;1,6;A;1
2015Q4;900000;921;1,8;A;1
2015Q4;227500;498;21,5;E;0
2015Q4;675000;806;2,8;C;0
2015Q4;230000;77;11,8;B;0
2015Q4;132500;70;4,3;A;0
2015Q4;605000;123;7,8;B;0
2015Q4;185000;51;3,5;A;0
2015Q4;115000;204;3,8;D;0
2015Q4;1325000;363;2;D;0
2015Q4;670000;306;1,6;A;0
2015Q4;77500;68;1,2;E;0
2015Q4;120000;191;23,4;C;0
2015Q4;185000;272;2,2;E;0
2015Q4;225000;93;4,7;B;0
2015Q4;580000;352;1,2;C;0
2015Q4;125000;65;2,9;A;0
2015Q4;55000;44;1,1;B;0
2015Q4;475000;53;14,7;B;0
2015Q4;162000;323;2,7;E;0
2015Q4;114000;111;3,6;D;0
2015Q4;175000;85;1,7;A;0
2015Q4;60000;41;0,7;C;0
2015Q4;28117;94;2;D;0
2015Q4;140000;130;1,5;B;0
2015Q4;143000;97;5,1;B;0
2015Q4;250000;52;1,7;D;0
2015Q4;52500;125;1,4;C;0
2015Q4;275000;174;0,6;E;0
2015Q4;440000;165;6,1;A;0
2015Q4;110000;65;1,1;D;0
2015Q4;150000;119;0,9;B;0
2015Q4;642000;321;2,2;B;0
2015Q4;142000;117;0,7;B;0
2015Q4;90000;70;21,4;C;0
